Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount,Call currency,Put amount,Put currency,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type,Unique Product Identifier,UPI FISN,UPI Underlier Name
1339508056,883358626.0,MODI,TRAD,2025-01-20T07:39:35Z,True,EQ,nan,N,nan,2015-08-31T00:46:06Z,2015-09-03,2026-12-02,nan,False,BILT,nan,nan,nan,"470,000,000",nan,JPY,nan,nan,nan,"96,000",nan,nan,nan,ACCY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"4,885.78013",SHAS,nan,nan,nan,nan,nan,nan,False,JPY,1,nan,nan,nan,nan,nan,nan,A004,nan,DAIL,nan,1.0,nan,nan,nan,nan,MNTH,nan,nan,nan,1.0,nan,nan,JPY,nan,nan,nan,False,nan,JP3743000006,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZ810F07DXRT,NA/Swaps SStk Tot Rtn,COM STK
1339508462,nan,NEWT,TRAD,2025-01-20T07:47:23Z,nan,EQ,nan,N,nan,2025-01-20T07:47:23Z,2025-01-20,2026-01-20,nan,False,BILT,nan,nan,nan,"21,000",nan,USD,nan,nan,nan,"3,600",nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.74514425,ACCY,nan,nan,nan,nan,nan,nan,False,CNY,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,USD,nan,nan,nan,False,nan,CNE1000032Q9,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZVQK2XRTF11,NA/Swaps SStk Tot Rtn,ZD LEADER\REGISTERED\SHARES A\002896
1339508696,nan,NEWT,TRAD,2025-01-20T07:47:23Z,nan,EQ,nan,N,nan,2025-01-20T07:47:23Z,2025-01-20,2027-07-26,nan,False,BILT,nan,nan,nan,"230,000",nan,USD,nan,nan,nan,"39,000",nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.1048242,ACCY,nan,nan,nan,nan,nan,nan,False,CNY,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,USD,nan,nan,nan,False,nan,CNE1000032Q9,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZVQK2XRTF11,NA/Swaps SStk Tot Rtn,ZD LEADER\REGISTERED\SHARES A\002896
1339508783,nan,NEWT,TRAD,2025-01-20T07:47:23Z,nan,EQ,nan,N,nan,2025-01-20T07:47:23Z,2025-01-20,2027-07-26,nan,False,BILT,nan,nan,nan,"230,000",nan,USD,nan,nan,nan,"39,000",nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.1048242,ACCY,nan,nan,nan,nan,nan,nan,False,CNY,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,USD,nan,nan,nan,False,nan,CNE1000032Q9,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZVQK2XRTF11,NA/Swaps SStk Tot Rtn,ZD LEADER\REGISTERED\SHARES A\002896
1339514404,1332220959.0,MODI,TRAD,2025-01-20T07:47:40Z,True,EQ,nan,N,nan,2025-01-15T07:52:19Z,2025-01-15,2025-05-28,nan,False,BILT,nan,nan,nan,"510,000",nan,USD,nan,nan,nan,"89,000",nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.2400215798,ACCY,nan,nan,nan,nan,nan,nan,False,CNY,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,USD,nan,nan,nan,False,nan,CNE1000032Q9,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZVQK2XRTF11,NA/Swaps SStk Tot Rtn,ZD LEADER\REGISTERED\SHARES A\002896
1339514494,1332221301.0,MODI,TRAD,2025-01-20T07:47:41Z,True,EQ,nan,N,nan,2025-01-15T07:52:20Z,2025-01-15,2025-05-28,nan,False,BILT,nan,nan,nan,"510,000",nan,USD,nan,nan,nan,"89,000",nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.2400215798,ACCY,nan,nan,nan,nan,nan,nan,False,CNY,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,USD,nan,nan,nan,False,nan,CNE1000032Q9,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZVQK2XRTF11,NA/Swaps SStk Tot Rtn,ZD LEADER\REGISTERED\SHARES A\002896
1339515756,nan,NEWT,TRAD,2025-01-20T07:34:19Z,nan,EQ,nan,N,nan,2025-01-20T07:34:19Z,2025-01-20,9999-12-31,nan,False,XXXX,nan,nan,nan,"30,000",nan,USD,nan,nan,nan,"29,000",nan,nan,nan,SHAS,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0344875329127,ACCY,nan,nan,nan,nan,nan,nan,True,USD,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,USD,nan,nan,nan,False,nan,300323.ZK,nan,RIC,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZ1W1XRT20NV,NA/Swaps Sgle Stk Tot Rtn,HC SEMITEK\REGISTERED\SHARES A\300323
1339519437,883358626.0,MODI,TRAD,2025-01-20T07:40:02Z,True,EQ,nan,N,nan,2015-08-31T00:46:06Z,2015-09-03,2026-12-02,nan,False,BILT,nan,nan,nan,"380,000,000",nan,JPY,nan,nan,nan,"76,000",nan,nan,nan,ACCY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"4,914.998203",SHAS,nan,nan,nan,nan,nan,nan,False,JPY,1,nan,nan,nan,nan,nan,nan,A004,nan,DAIL,nan,1.0,nan,nan,nan,nan,MNTH,nan,nan,nan,1.0,nan,nan,JPY,nan,nan,nan,False,nan,JP3743000006,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZ810F07DXRT,NA/Swaps SStk Tot Rtn,COM STK
1339535585,971501519.0,MODI,TRAD,2025-01-20T07:48:42Z,True,EQ,nan,N,nan,2024-04-19T07:43:00Z,2024-04-19,2026-10-12,nan,False,BILT,nan,nan,nan,"12,000",nan,USD,nan,nan,nan,"2,800",nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.724503,ACCY,nan,nan,nan,nan,nan,nan,False,CNY,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,USD,nan,nan,nan,False,nan,CNE1000032Q9,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZVQK2XRTF11,NA/Swaps SStk Tot Rtn,ZD LEADER\REGISTERED\SHARES A\002896
1339535779,971501193.0,MODI,TRAD,2025-01-20T07:48:42Z,True,EQ,nan,N,nan,2024-04-19T07:43:00Z,2024-04-19,2026-10-12,nan,False,BILT,nan,nan,nan,"12,000",nan,USD,nan,nan,nan,"2,800",nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.724503,ACCY,nan,nan,nan,nan,nan,nan,False,CNY,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,USD,nan,nan,nan,False,nan,CNE1000032Q9,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZVQK2XRTF11,NA/Swaps SStk Tot Rtn,ZD LEADER\REGISTERED\SHARES A\002896
1339545740,nan,NEWT,TRAD,2025-01-20T07:35:05Z,nan,EQ,nan,N,nan,2025-01-20T07:35:05Z,2025-01-20,9999-12-31,nan,False,XXXX,nan,nan,nan,"250,000",nan,USD,nan,nan,nan,"230,000",nan,nan,nan,SHAS,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0897998311535,ACCY,nan,nan,nan,nan,nan,nan,True,USD,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,USD,nan,nan,nan,False,nan,300323.ZK,nan,RIC,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZ1W1XRT20NV,NA/Swaps Sgle Stk Tot Rtn,HC SEMITEK\REGISTERED\SHARES A\300323
1339546132,nan,NEWT,TRAD,2025-01-20T07:34:55Z,nan,EQ,nan,N,nan,2025-01-20T07:34:55Z,2025-01-20,9999-12-31,nan,False,XXXX,nan,nan,nan,"110,000",nan,USD,nan,nan,nan,"100,000",nan,nan,nan,SHAS,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1022051738112,ACCY,nan,nan,nan,nan,nan,nan,True,USD,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,USD,nan,nan,nan,False,nan,300323.ZK,nan,RIC,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZ1W1XRT20NV,NA/Swaps Sgle Stk Tot Rtn,HC SEMITEK\REGISTERED\SHARES A\300323
1339554640,883358626.0,MODI,TRAD,2025-01-20T07:42:16Z,True,EQ,nan,N,nan,2015-08-31T00:46:06Z,2015-09-03,2026-12-02,nan,False,BILT,nan,nan,nan,"370,000,000",nan,JPY,nan,nan,nan,"76,000",nan,nan,nan,ACCY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"4,922.578474",SHAS,nan,nan,nan,nan,nan,nan,False,JPY,1.0,nan,nan,nan,nan,nan,nan,A004,nan,DAIL,nan,1.0,nan,nan,nan,nan,MNTH,nan,nan,nan,1.0,nan,nan,JPY,nan,nan,nan,False,nan,JP3743000006,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZ810F07DXRT,NA/Swaps SStk Tot Rtn,COM STK
1339559108,1339294785.0,EROR,nan,2025-01-20T07:45:50Z,nan,EQ,nan,N,nan,2025-01-20T07:30:03Z,2022-10-11,2027-07-20,nan,False,BILT,nan,nan,nan,5,nan,USD,nan,nan,nan,"110,000",nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,ACCY,nan,0.005,nan,nan,nan,nan,False,USD,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,USD,nan,nan,nan,False,nan,MBT.PS,nan,RIC,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZQPZ7XRTZ3T,NA/Swaps SStk Pr,SHS
1339559143,1325546081.0,MODI,TRAD,2025-01-20T07:45:50Z,True,EQ,nan,N,nan,2025-01-10T07:42:37Z,2022-10-11,2027-07-20,nan,False,BILT,nan,nan,nan,"41,000",nan,USD,nan,nan,nan,"4,700",nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56.30746890186,ACCY,nan,0.005,nan,nan,nan,nan,False,USD,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,USD,nan,nan,nan,False,nan,MBT.PS,nan,RIC,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZQPZ7XRTZ3T,NA/Swaps SStk Pr,SHS
1339559187,1329945813.0,MODI,TRAD,2025-01-20T07:45:49Z,True,EQ,nan,N,nan,2025-01-14T07:42:44Z,2022-10-11,2027-07-20,nan,False,BILT,nan,nan,nan,"69,000",nan,USD,nan,nan,nan,"9,400",nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56.27824396092,ACCY,nan,0.005,nan,nan,nan,nan,False,USD,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,USD,nan,nan,nan,False,nan,MBT.PS,nan,RIC,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZQPZ7XRTZ3T,NA/Swaps SStk Pr,SHS
1339561873,nan,NEWT,TRAD,2025-01-20T07:35:29Z,nan,EQ,nan,N,nan,2025-01-20T07:35:29Z,2025-01-20,9999-12-31,nan,False,XXXX,nan,nan,nan,"29,000",nan,USD,nan,nan,nan,"28,000",nan,nan,nan,SHAS,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0507297425,ACCY,nan,nan,nan,nan,nan,nan,True,USD,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,USD,nan,nan,nan,False,nan,300323.ZK,nan,RIC,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZ1W1XRT20NV,NA/Swaps Sgle Stk Tot Rtn,HC SEMITEK\REGISTERED\SHARES A\300323
1339572148,883358626.0,MODI,TRAD,2025-01-20T07:44:19Z,True,EQ,nan,N,nan,2015-08-31T00:46:06Z,2015-09-03,2026-12-02,nan,False,BILT,nan,nan,nan,"370,000,000",nan,JPY,nan,nan,nan,"76,000",nan,nan,nan,ACCY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"4,835.217575",SHAS,nan,nan,nan,nan,nan,nan,False,JPY,1.0,nan,nan,nan,nan,nan,nan,A004,nan,DAIL,nan,1.0,nan,nan,nan,nan,MNTH,nan,nan,nan,1.0,nan,nan,JPY,nan,nan,nan,False,nan,JP3743000006,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZ810F07DXRT,NA/Swaps SStk Tot Rtn,COM STK
1339577076,nan,NEWT,TRAD,2025-01-20T07:49:06Z,nan,EQ,nan,N,nan,2025-01-20T07:49:06Z,2025-01-20,9999-12-31,nan,False,XXXX,nan,nan,nan,"150,000",nan,JPY,nan,nan,nan,5,nan,nan,nan,SHAS,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"75,000.37353",ACCY,nan,nan,nan,nan,nan,nan,False,JPY,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JPY,nan,nan,nan,False,nan,2972.T,nan,RIC,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZWBHFT3XRT7,NA/Swaps Sgle Stk Tot Rtn,REIT
1339583868,nan,NEWT,TRAD,2025-01-20T07:49:48Z,nan,EQ,nan,N,nan,2025-01-20T07:49:48Z,2025-01-20,9999-12-31,nan,False,XXXX,nan,nan,nan,"380,000",nan,JPY,nan,nan,nan,5,nan,nan,nan,SHAS,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"75,999.637404",ACCY,nan,nan,nan,nan,nan,nan,False,JPY,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JPY,nan,nan,nan,False,nan,2972.T,nan,RIC,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZWBHFT3XRT7,NA/Swaps Sgle Stk Tot Rtn,REIT
1339584105,nan,NEWT,TRAD,2025-01-20T07:50:00Z,nan,EQ,nan,N,nan,2025-01-20T07:50:00Z,2025-01-20,9999-12-31,nan,False,XXXX,nan,nan,nan,"150,000",nan,JPY,nan,nan,nan,5,nan,nan,nan,SHAS,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"74,999.94513",ACCY,nan,nan,nan,nan,nan,nan,False,JPY,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JPY,nan,nan,nan,False,nan,2972.T,nan,RIC,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZWBHFT3XRT7,NA/Swaps Sgle Stk Tot Rtn,REIT
1339588089,nan,NEWT,TRAD,2025-01-20T07:47:13Z,nan,EQ,nan,N,nan,2025-01-20T07:45:29Z,2025-01-20,2025-12-11,nan,False,BILT,nan,nan,nan,795,nan,CNY,nan,nan,nan,100,nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.9500004904,ACCY,0.004,nan,nan,nan,nan,nan,False,CNY,1.0,3.0,nan,nan,nan,nan,A004,nan,MNTH,nan,1.0,nan,nan,nan,MNTH,nan,nan,nan,1.0,nan,nan,nan,nan,CNY,nan,HK,nan,False,nan,300323.ZK,nan,RIC,nan,nan,nan,OPET,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZ1W1XRT20NV,NA/Swaps Sgle Stk Tot Rtn,HC SEMITEK\REGISTERED\SHARES A\300323
1339590727,883358626.0,MODI,TRAD,2025-01-20T07:46:29Z,True,EQ,nan,N,nan,2015-08-31T00:46:06Z,2015-09-03,2026-12-02,nan,False,BILT,nan,nan,nan,"380,000,000",nan,JPY,nan,nan,nan,"78,000",nan,nan,nan,ACCY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"4,916.615975",SHAS,nan,nan,nan,nan,nan,nan,False,JPY,1.0,nan,nan,nan,nan,nan,nan,A004,nan,DAIL,nan,1.0,nan,nan,nan,nan,MNTH,nan,nan,nan,1.0,nan,nan,JPY,nan,nan,nan,False,nan,JP3743000006,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZ810F07DXRT,NA/Swaps SStk Tot Rtn,COM STK
1339591727,nan,NEWT,TRAD,2025-01-20T07:50:48Z,nan,EQ,nan,N,nan,2025-01-20T07:50:48Z,2025-01-20,9999-12-31,nan,False,XXXX,nan,nan,nan,"76,000",nan,JPY,nan,nan,nan,5,nan,nan,nan,SHAS,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"75,999.91575",ACCY,nan,nan,nan,nan,nan,nan,False,JPY,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JPY,nan,nan,nan,False,nan,2972.T,nan,RIC,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZWBHFT3XRT7,NA/Swaps Sgle Stk Tot Rtn,REIT
1339592440,nan,NEWT,TRAD,2025-01-20T07:48:22Z,nan,EQ,nan,N,nan,2025-01-20T07:48:22Z,2025-01-20,2025-02-24,nan,False,XXXX,nan,nan,nan,"2,400",nan,USD,nan,nan,nan,400,nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.00001543208,ACCY,nan,0.0,nan,nan,nan,nan,False,USD,1.0,nan,3.0,nan,nan,nan,nan,A004,nan,MNTH,nan,1.0,nan,nan,nan,nan,MNTH,nan,nan,nan,1.0,nan,nan,USD,USD,nan,nan,False,nan,CNE1000032Q9,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZVQK2XRTF11,NA/Swaps SStk Tot Rtn,ZD LEADER\REGISTERED\SHARES A\002896
1339593611,nan,NEWT,TRAD,2025-01-20T07:48:22Z,nan,EQ,nan,N,nan,2025-01-20T07:48:22Z,2025-01-20,2025-02-24,nan,False,XXXX,nan,nan,nan,"72,000",nan,USD,nan,nan,nan,"12,000",nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.9503988552423,ACCY,nan,0.0,nan,nan,nan,nan,False,USD,1.0,nan,3.0,nan,nan,nan,nan,A004,nan,MNTH,nan,1.0,nan,nan,nan,nan,MNTH,nan,nan,nan,1.0,nan,nan,USD,USD,nan,nan,False,nan,CNE1000032Q9,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZVQK2XRTF11,NA/Swaps SStk Tot Rtn,ZD LEADER\REGISTERED\SHARES A\002896
1339606020,nan,NEWT,TRAD,2025-01-20T07:48:22Z,nan,EQ,nan,N,nan,2025-01-20T07:48:22Z,2025-01-20,2025-02-24,nan,False,XXXX,nan,nan,nan,"76,000",nan,USD,nan,nan,nan,"13,000",nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.9374721866978,ACCY,nan,0.0,nan,nan,nan,nan,False,USD,1.0,nan,3.0,nan,nan,nan,nan,A004,nan,MNTH,nan,1.0,nan,nan,nan,nan,MNTH,nan,nan,nan,1.0,nan,nan,USD,USD,nan,nan,False,nan,CNE1000032Q9,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZVQK2XRTF11,NA/Swaps SStk Tot Rtn,ZD LEADER\REGISTERED\SHARES A\002896
1339607441,nan,NEWT,TRAD,2025-01-20T07:52:17Z,nan,EQ,nan,N,nan,2025-01-20T07:52:17Z,2025-01-20,2026-04-16,nan,False,BILT,nan,nan,nan,785,nan,CNY,nan,nan,nan,100,nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.85,ACCY,nan,nan,nan,nan,nan,nan,False,CNY,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CNY,nan,nan,nan,False,nan,CNE100001DV3,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZ1W1XRT20NV,NA/Swaps Sgle Stk Tot Rtn,HC SEMITEK\REGISTERED\SHARES A\300323
1339608190,nan,NEWT,TRAD,2025-01-20T07:52:21Z,nan,EQ,nan,N,nan,2025-01-20T07:52:21Z,2025-01-20,2026-04-28,nan,False,BILT,nan,nan,nan,"210,000",nan,USD,nan,nan,nan,"36,000",nan,nan,nan,SHAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.7392753403322,ACCY,nan,nan,nan,nan,nan,nan,False,CNY,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,USD,nan,nan,nan,False,nan,CNE1000032Q9,nan,ISIN,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,QZVQK2XRTF11,NA/Swaps SStk Tot Rtn,ZD LEADER\REGISTERED\SHARES A\002896
